experiment,site,year,timing,crop,plot,bottle code,Product,Date,Time,InstrumentSerialNumber,Dry matter,Protein Dry basis,ICP As is,ADF Dry basis,NDF Dry basis,Fat Dry basis,Ash Dry basis,Lignin Dry basis,NDFICP Dry basis,Insoluble matter Dry basis,Sugar Dry basis,NDFD48 As is,Calcium Dry basis,Chlorine Dry basis,Potassium Dry basis,Magnesium Dry basis,Phosphorus Dry basis,Sulfur Dry basis,Dry matter M-Distance,Protein Dry basis M-Distance,ICP As is M-Distance,ADF Dry basis M-Distance,NDF Dry basis M-Distance,Fat Dry basis M-Distance,Ash Dry basis M-Distance,Lignin Dry basis M-Distance,NDFICP Dry basis M-Distance,Insoluble matter Dry basis M-Distance,Sugar Dry basis M-Distance,NDFD48 As is M-Distance,Calcium Dry basis M-Distance,Chlorine Dry basis M-Distance,Potassium Dry basis M-Distance,Magnesium Dry basis M-Distance,Phosphorus Dry basis M-Distance,Sulfur Dry basis M-Distance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,205,90165,Hay,Undefined,Hay,2/17/2021 9:45:26 AM,92.54,8.07,0.89,45.41,70.97,1.78,7.95,7.59,2.71,5.17,7.13,49.18,46.63,31.09,0.48,1.04,2.9,0.28,0.22,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,206,90166,Hay,Undefined,Hay,2/17/2021 9:47:41 AM,92.08,9.06,0.58,40.57,67.01,1.8,6.67,6.08,2.16,4.77,9.95,47.8,43.9,28.42,0.31,0.45,3.03,0.18,0.22,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,207,90167,Hay,Undefined,Hay,2/17/2021 9:49:49 AM,91.22,9.35,0.36,32.6,57,1.66,6.29,4.84,1.66,5.83,13.61,36.61,32.87,22.85,0.35,0.15,2.39,0.16,0.19,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,208,90168,Hay,Undefined,Hay,2/17/2021 9:52:02 AM,92.03,8.45,0.71,40.38,66.21,1.77,7.8,6.32,2.56,5.88,10.15,44.28,40.19,29.12,0.45,0.65,2.78,0.26,0.22,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,301,90169,Hay,Undefined,Hay,2/17/2021 9:59:31 AM,92.41,8.2,1.07,45.21,70.94,1.79,7.57,7.72,2.87,5.9,8.24,49.35,46.73,31.82,0.55,0.73,2.62,0.3,0.22,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,302,90170,Hay,Undefined,Hay,2/17/2021 10:10:47 AM,91.51,9.07,0.44,35.56,60.17,1.58,7.21,5.61,1.98,6.14,12.9,40.82,36.21,26.68,0.37,0.29,2.56,0.16,0.2,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mob Graze,Morris,2019,iwg.harvest,iwg,303,90171,Hay,Undefined,Hay,2/17/2021 10:13:51 AM,92.09,10.41,0.61,38.92,63.23,1.79,8.04,6.59,2.43,6.78,10.4,40.93,36.83,23.6,0.54,0.51,2.98,0.27,0.23,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.68,5,10,2.28,5,10,1.95,5,10,2.21,5,10,3.03,5,10,1.92,5,10,2.7,5,10,2.96,5,10,2.47,5,10,1.49,5,10,2.56,5,10,2.95,5,10,2.04,5,10,6.16,5,10,3.23,5,10,4.92,5,10,3.52,5,10,2.93,5,10,3.21,5,10,1.61,5,10
Mob Graze,Morris,2019,iwg.harvest,iwg,304,90172,Hay,Undefined,Hay,2/17/2021 10:16:53 AM,92.76,7.68,0.8,42.05,69.47,1.72,7.94,6.1,2.84,5.19,8.07,48.46,46.07,29.2,0.46,1.03,2.72,0.25,0.2,0.16,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.99,5,10,1.57,5,10,1.13,5,10,1.4,5,10,1.57,5,10,1.39,5,10,1.96,5,10,1.85,5,10,1.64,5,10,1.18,5,10,1.78,5,10,2.5,5,10,1.75,5,10,4.83,5,10,2.11,5,10,3.29,5,10,2.97,5,10,2.21,5,10,1.7,5,10,0.58,5,10
Mob Graze,Morris,2019,iwg.harvest,iwg,305,90173,Hay,Undefined,Hay,2/17/2021 10:19:30 AM,91.67,7.81,0.48,36.61,60.53,1.64,6.18,5.9,1.83,4.66,12.13,40.26,37.69,25.66,0.46,0.37,2.39,0.2,0.18,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.52,5,10,1.97,5,10,1.4,5,10,1.73,5,10,2.11,5,10,1.65,5,10,2.45,5,10,2.38,5,10,2.08,5,10,1.64,5,10,2.32,5,10,3.33,5,10,2.16,5,10,6.01,5,10,2.84,5,10,4.78,5,10,4.03,5,10,2.96,5,10,2.25,5,10,0.72,5,10
Mob Graze,Morris,2019,iwg.harvest,iwg,306,90174,Hay,Undefined,Hay,2/17/2021 10:22:49 AM,92.45,7.05,0.61,40.15,67.92,1.68,7.78,5.39,2.72,4.69,9.21,46.7,43.72,29.54,0.38,0.8,2.66,0.23,0.2,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.44,5,10,1.89,5,10,1.37,5,10,1.66,5,10,2.05,5,10,1.65,5,10,2.39,5,10,2.28,5,10,1.96,5,10,1.57,5,10,2.24,5,10,2.67,5,10,1.52,5,10,5.02,5,10,2.45,5,10,4.09,5,10,3.62,5,10,2.95,5,10,1.96,5,10,0.74,5,10
Mob Graze,Morris,2019,iwg.harvest,iwg,307,90175,Hay,Undefined,Hay,2/17/2021 10:26:04 AM,91.48,8.34,0.36,35.33,60.28,1.69,6.57,4.59,1.74,5.05,12.02,38.9,35.16,23.24,0.35,0.32,2.63,0.17,0.2,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.24,5,10,1.76,5,10,1.36,5,10,1.61,5,10,1.74,5,10,1.53,5,10,2.09,5,10,1.98,5,10,1.83,5,10,1.42,5,10,1.99,5,10,2.56,5,10,1.23,5,10,4.38,5,10,2.19,5,10,3.61,5,10,3.24,5,10,3.36,5,10,1.88,5,10,1.06,5,10
Mob Graze,Morris,2019,iwg.harvest,iwg,308,90176,Hay,Undefined,Hay,2/17/2021 10:28:20 AM,92.18,8.15,0.96,43.64,70.23,1.48,9.01,7.34,3.8,6.52,7.02,42.7,37.95,27.54,0.43,0.94,2.69,0.25,0.21,0.15,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.95,5,10,1.58,5,10,1.16,5,10,1.37,5,10,1.53,5,10,1.41,5,10,1.98,5,10,1.73,5,10,1.66,5,10,1.17,5,10,1.62,5,10,1.8,5,10,1.28,5,10,3.24,5,10,1.75,5,10,2.52,5,10,2.43,5,10,1.9,5,10,1.45,5,10,0.81,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,101,90177,Hay,Undefined,Hay,2/17/2021 1:20:51 PM,91,16.3,1.43,38.76,51.96,1.61,10.47,7.08,2.93,14.83,6,34.28,32.63,26.23,1.35,1.35,2.09,0.38,0.21,0.23,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.49,5,10,2.47,5,10,2.21,5,10,2.54,5,10,3.19,5,10,2.12,5,10,3.01,5,10,3.34,5,10,2.71,5,10,1.61,5,10,2.72,5,10,3.21,5,10,2.4,5,10,6.02,5,10,3.33,5,10,4.87,5,10,3.62,5,10,3.59,5,10,4.12,5,10,2.01,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,104,90178,Hay,Undefined,Hay,2/17/2021 1:23:40 PM,91.94,18.36,0.9,31.98,42.12,1.5,9.7,6.64,1.9,15.48,8.82,30.65,27.3,22.26,1.36,0.3,2.63,0.28,0.22,0.24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,5.85,5,10,2.75,5,10,3.34,5,10,4.18,5,10,3.51,5,10,2.38,5,10,2.87,5,10,3.05,5,10,2.77,5,10,1.73,5,10,2.15,5,10,15.4,5,10,6.26,5,10,9.74,5,10,9.12,5,10,10.24,5,10,8.01,5,10,8.75,5,10,6.98,5,10,2.78,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,106,90179,Hay,Undefined,Hay,2/17/2021 1:25:35 PM,91.01,21.01,0.71,27.75,34.72,1.73,10.62,5.5,0.81,16.93,7.75,24.41,21.51,15.79,1.43,1.25,3.01,0.28,0.26,0.25,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.23,5,10,2.32,5,10,2.02,5,10,2.15,5,10,2.94,5,10,2.46,5,10,3.69,5,10,3.11,5,10,2.73,5,10,1.55,5,10,2.8,5,10,5.25,5,10,5.83,5,10,9.32,5,10,3.06,5,10,4.92,5,10,3.78,5,10,2.73,5,10,2.7,5,10,1.23,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,107,90180,Hay,Undefined,Hay,2/17/2021 1:28:03 PM,90.58,17.58,1.48,39.33,51.12,1.58,10.21,7.78,3.18,15.24,5.48,34.5,33.07,26.5,1.47,1.26,2.39,0.37,0.22,0.23,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.74,5,10,2.66,5,10,2.38,5,10,2.44,5,10,2.99,5,10,2.43,5,10,3.41,5,10,3.33,5,10,2.89,5,10,1.95,5,10,3.19,5,10,4.88,5,10,2.66,5,10,7.77,5,10,3.44,5,10,5.62,5,10,4.99,5,10,5.06,5,10,3.44,5,10,1.88,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,202,90181,Hay,Undefined,Hay,2/17/2021 1:31:26 PM,90.97,19.66,1.42,34.29,47.11,1.72,9.04,5.94,2.9,17.22,6.37,33.83,30.83,22.71,1.39,0.3,2.32,0.35,0.25,0.25,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,6.51,5,10,3.69,5,10,4.78,5,10,6.1,5,10,4.47,5,10,3.45,5,10,4.34,5,10,4.74,5,10,4.07,5,10,1.93,5,10,2.96,5,10,17.07,5,10,7.68,5,10,21.71,5,10,14.38,5,10,15.42,5,10,10.82,5,10,12.67,5,10,11.48,5,10,2.41,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,204,90182,Hay,Undefined,Hay,2/17/2021 1:34:09 PM,92.34,17.67,1.6,37.8,52.11,1.61,8.82,7.44,3.65,16.77,5.32,36.82,35.07,26.43,1.42,0.62,1.98,0.39,0.22,0.25,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,5.4,5,10,3.47,5,10,2.95,5,10,2.92,5,10,4.63,5,10,2.74,5,10,4.55,5,10,4.67,5,10,3.88,5,10,1.92,5,10,3.81,5,10,4.02,5,10,2.12,5,10,11.46,5,10,4.17,5,10,6.08,5,10,3.91,5,10,3.65,5,10,3.8,5,10,1.33,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,205,90183,Hay,Undefined,Hay,2/17/2021 1:38:00 PM,91.41,18.45,0.72,30.67,39.29,1.48,10.65,5.41,1.24,15.16,7.82,28.16,25.57,19.77,1.35,1.06,2.71,0.26,0.22,0.23,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,3.16,5,10,2.39,5,10,2.15,5,10,2.36,5,10,2.69,5,10,2.28,5,10,2.96,5,10,3.05,5,10,2.56,5,10,1.64,5,10,2.76,5,10,3.9,5,10,2.62,5,10,6.02,5,10,3.19,5,10,4.89,5,10,4.22,5,10,4.58,5,10,3.7,5,10,2.08,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,207,90184,Hay,Undefined,Hay,2/17/2021 1:42:54 PM,91.71,19.61,0.53,27.36,35.79,1.61,10.88,4.5,0.8,16.44,8.21,25.24,21.5,16.41,1.34,1.08,2.69,0.28,0.23,0.24,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,2.08,5,10,1.87,5,10,1.36,5,10,1.58,5,10,1.83,5,10,1.47,5,10,2.12,5,10,2.09,5,10,1.86,5,10,1.2,5,10,2.09,5,10,2.16,5,10,1.23,5,10,4.99,5,10,2.03,5,10,3.06,5,10,2.7,5,10,2.42,5,10,2.1,5,10,1.14,5,10
Mob Graze,Morris,2019,iwg.harvest,alf,301,90185,Hay,Undefined,Hay,2/17/2021 1:47:28 PM,93.32,17.03,1.36,41.94,56.88,1.8,10.78,7.78,3.29,16.32,2.05,40.84,38.67,30.01,1.58,1.25,2.22,0.49,0.2,0.23,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,Hay April 7 2009.cal,1,Hay April 7 2009.cal,2,Hay April 7 2009.cal,3,Hay April 7 2009.cal,4,Hay April 7 2009.cal,5,Hay April 7 2009.cal,6,Hay April 7 2009.cal,7,Hay April 7 2009.cal,8,Hay April 7 2009.cal,9,Hay April 7 2009.cal,10,Hay April 7 2009.cal,11,Hay April 7 2009.cal,12,Hay April 7 2009.cal,13,Hay April 7 2009.cal,14,Hay April 7 2009.cal,16,Hay April 7 2009.cal,17,Hay April 7 2009.cal,18,Hay April 7 2009.cal,19,Hay April 7 2009.cal,21,Hay April 7 2009.cal,22,SNIR6032,Unknown,"Large Tray, rotating",1,1,"Large Tray, rotating",1,1,,1.96,5,10,1.53,5,10,1.14,5,10,1.38,5,10,1.53,5,10,1.37,5,10,1.93,5,10,1.83,5,10,1.56,5,10,1.17,5,10,1.58,5,10,2.13,5,10,1.61,5,10,3.64,5,10,2.08,5,10,3.09,5,10,2.82,5,10,2.05,5,10,1.68,5,10,0.58,5,10
